probe_id	gene_symbol
ILMN_2273700	ZNF706
ILMN_2273911	ACSL5
ILMN_2273921	RAD51L3
ILMN_2274180	MKKS
ILMN_2274199	SUPT3H
ILMN_2274306	NRP2
ILMN_2274355	PCDHGB6
ILMN_2274420	SPTLC1
ILMN_2274531	ZNF586
ILMN_2274571	GAS7
ILMN_2274775	SLC44A4
ILMN_2274923	MOCS2
ILMN_2275098	DTX2
ILMN_2275126	RHBDF2
ILMN_2275297	SFRS12
ILMN_2275399	RORC
ILMN_2275455	RNF6
ILMN_2275502	RAPH1
ILMN_2275533	DIAPH3
ILMN_2275583	LOC344405
ILMN_2275760	TFAP2A
ILMN_2275803	LRRC45
ILMN_2276002	CPNE1
ILMN_2276290	RALGPS2
ILMN_2276397	RASGRP2
ILMN_2276431	DPH2
ILMN_2276461	MAP2
ILMN_2276504	SCMH1
ILMN_2276598	AP1G2
ILMN_2276688	DIXDC1
ILMN_2276750	ALKBH1
ILMN_2276758	POFUT1
ILMN_2276820	NSL1
ILMN_2276933	GDAP1
ILMN_2276952	TSC22D3
ILMN_2276987	UBXN11
ILMN_2276996	CCR2
ILMN_2277025	RUFY1
ILMN_2277077	PRKAR1A
ILMN_2277099	YWHAB
ILMN_2277252	PPFIBP1
ILMN_2277419	SLC38A10
ILMN_2277426	LCK
ILMN_2277523	DIP2A
ILMN_2277537	MUTYH
ILMN_2277676	ERCC1
ILMN_2278152	TPM1
ILMN_2278235	CTBP1
ILMN_2278265	PAOX
ILMN_2278433	LOC285074
ILMN_2278512	NFATC2IP
ILMN_2278550	MBOAT1
ILMN_2278590	MEST
ILMN_2278636	CUTL1
ILMN_2278653	ZNF493
ILMN_2278686	HISPPD2A
ILMN_2278729	EIF3B
ILMN_2278819	PDE7A
ILMN_2278850	RAB24
ILMN_2278908	GGA1
ILMN_2279099	PHACTR4
ILMN_2279144	PHF16
ILMN_2279182	LOC57228
ILMN_2279339	WTAP
ILMN_2279413	SIAH1
ILMN_2279484	MGC13057
ILMN_2279635	EIF4G2
ILMN_2279873	WHDC1
ILMN_2279961	LAMP2
ILMN_2280053	RCP9
ILMN_2280135	P4HA2
ILMN_2280189	AKAP11
ILMN_2280441	PACRG
ILMN_2280480	TCF19
ILMN_2280568	ANKRD36
ILMN_2280731	C17orf95
ILMN_2280911	VPS41
ILMN_2280960	DEPDC7
ILMN_2281069	GPATCH4
ILMN_2281089	STEAP3
ILMN_2281128	PSMD10
ILMN_2281167	WDR7
ILMN_2281186	RGNEF
ILMN_2281320	LAT
ILMN_2281404	ZNF74
ILMN_2281486	CNGA3
ILMN_2281502	DHRS9
ILMN_2281529	STAP2
ILMN_2281734	DYNC2LI1
ILMN_2281786	RTN1
ILMN_2281810	PSG4
ILMN_2282077	MIB2
ILMN_2282081	QRICH1
ILMN_2282282	MLH3
ILMN_2282352	PHYH
ILMN_2282366	IQSEC3
ILMN_2282477	TFAP2A
ILMN_2282641	TBXAS1
ILMN_2282959	DNA2
ILMN_2283001	DSE
ILMN_2283185	PALM
ILMN_2283195	APOL3
ILMN_2283196	ZSWIM3
ILMN_2283325	GPR177
ILMN_2283388	C20orf24
ILMN_2283597	FAM134B
ILMN_2283726	SPATA7
ILMN_2283814	C21orf34
ILMN_2283915	MAP2
ILMN_2284113	C1orf183
ILMN_2284157	CLDN18
ILMN_2284181	UGP2
ILMN_2284327	WDR23
ILMN_2284591	OPA3
ILMN_2284667	AP3D1
ILMN_2284706	PHF11
ILMN_2284744	HNMT
ILMN_2284794	PSMB8
ILMN_2284998	SP100
ILMN_2285091	ZNF3
ILMN_2285112	FBXO11
ILMN_2285141	USP48
ILMN_2285213	DNAJB2
ILMN_2285375	SORD
ILMN_2285404	DMKN
ILMN_2285490	PPIL3
ILMN_2285568	NAAA
ILMN_2285603	DMPK
ILMN_2285618	DIP2A
ILMN_2285708	C6orf48
ILMN_2285713	TDP1
ILMN_2285802	SEC14L1
ILMN_2285817	FAM89A
ILMN_2285996	KIAA0101
ILMN_2286024	CTPS2
ILMN_2286334	SR140
ILMN_2286400	CAPS
ILMN_2286514	GTPBP8
ILMN_2286574	EPHA3
ILMN_2286783	LRRC37A4
ILMN_2286800	DNM1L
ILMN_2286870	CSNK1D
ILMN_2286987	BTBD17
ILMN_2287147	UBTF
ILMN_2287157	DST
ILMN_2287168	SAR1B
ILMN_2287276	FAM177A1
ILMN_2287296	SYF2
ILMN_2287543	SHISA3
ILMN_2287604	OTUD4
ILMN_2287653	PLAG1
ILMN_2287707	POT1
ILMN_2287888	PSMC4
ILMN_2287911	CMTM1
ILMN_2287958	SOX6
ILMN_2288070	FTO
ILMN_2288148	TTYH2
ILMN_2288175	AGPAT3
ILMN_2288232	PHKB
ILMN_2288254	UNC45A
ILMN_2288297	CEP63
ILMN_2288402	HIP1R
ILMN_2288582	PCDHA12
ILMN_2288740	ZNF266
ILMN_2288784	CCDC34
ILMN_2288915	DNAJB14
ILMN_2289093	KIAA1618
ILMN_2289381	DKK3
ILMN_2289433	PIK3R1
ILMN_2289533	KCNIP1
ILMN_2289576	VWA1
ILMN_2289593	FXYD2
ILMN_2289623	TTC36
ILMN_2289775	HAX1
ILMN_2289840	SERHL
ILMN_2289887	SEPN1
ILMN_2289924	TRAK1
ILMN_2290007	COBRA1
ILMN_2290025	SIL1
ILMN_2290068	VAV3
ILMN_2290118	MEGF9
ILMN_2290251	FBF1
ILMN_2290338	RCAN1
ILMN_2290547	DDR1
ILMN_2290618	SEC22C
ILMN_2290628	IL16
ILMN_2290686	SNX7
ILMN_2290732	ZNF626
ILMN_2290776	AGBL5
ILMN_2290808	RPL21
ILMN_2290877	ICA1L
ILMN_2290998	CCS
ILMN_2291092	FAM13A1
ILMN_2291407	PDE4DIP
ILMN_2291455	FAM102A
ILMN_2291619	RAB3IP
ILMN_2291644	SIRT5
ILMN_2291871	GLIS3
ILMN_2292123	COL4A3BP
ILMN_2292178	CLEC12A
ILMN_2292187	CHN2
ILMN_2292334	UBTF
ILMN_2292387	TANK
ILMN_2292592	PCSK6
ILMN_2292686	SLC26A6
ILMN_2292696	COX15
ILMN_2292748	ING5
ILMN_2292863	RASA1
ILMN_2292875	EFTUD1
ILMN_2292963	UBE2D3
ILMN_2293131	ARHGEF1
ILMN_2293322	MTHFD2
ILMN_2293374	TOP1MT
ILMN_2293393	ZNF623
ILMN_2293511	CTNND1
ILMN_2293529	AKAP7
ILMN_2293677	STAG2
ILMN_2293692	CREBBP
ILMN_2293744	MARVELD2
ILMN_2293758	AKAP11
ILMN_2293992	RAB28
ILMN_2294123	Septin 4
ILMN_2294274	S100PBP
ILMN_2294294	CEP63
ILMN_2294411	CTDP1
ILMN_2294431	CDC25C
ILMN_2294442	SNURF
ILMN_2294644	RFWD2
ILMN_2294653	PDE5A
ILMN_2294684	CEP170
ILMN_2294762	AMY1A
ILMN_2294784	PRDM1
ILMN_2294878	NSUN5
ILMN_2294978	RNASE4
ILMN_2294989	FAM129B
ILMN_2295183	MLL3
ILMN_2295213	PDE8A
ILMN_2295280	FAM13C1
ILMN_2295290	BMP1
ILMN_2295318	RGPD5
ILMN_2295506	LUC7L
ILMN_2295518	TRO
ILMN_2295620	MAZ
ILMN_2295747	OR2A7
ILMN_2295844	VAMP1
ILMN_2295879	NGDN
ILMN_2295918	PCNXL2
ILMN_2295980	ACBD5
ILMN_2295987	NBPF1
ILMN_2296011	BRWD1
ILMN_2296037	PTPN2
ILMN_2296057	CASP2
ILMN_2296101	PCDHA9
ILMN_2296284	MGC3207
ILMN_2296290	ATG9A
ILMN_2296335	WHSC1
ILMN_2296369	MATR3
ILMN_2296422	SMC2
ILMN_2296644	PCDHGA9
ILMN_2296697	MAP3K3
ILMN_2296776	PTPRA
ILMN_2296803	CAPN3
ILMN_2296843	GCDH
ILMN_2296860	EMR4
ILMN_2296950	APOBEC3F
ILMN_2297069	FAM115A
ILMN_2297096	ARHGAP8
ILMN_2297161	NCBP2
ILMN_2297205	ATRN
ILMN_2297352	CSAG3B
ILMN_2297353	TRPV4
ILMN_2297373	C14orf43
ILMN_2297453	ST6GALNAC4
ILMN_2297511	PODXL
ILMN_2297626	PEG10
ILMN_2297644	PLEKHG5
ILMN_2297710	PLEKHB2
ILMN_2297765	KCNMA1
ILMN_2297824	UBE2G2
ILMN_2297864	MTMR14
ILMN_2297887	SEZ6L2
ILMN_2297961	RALGDS
ILMN_2297997	LIPT1
ILMN_2298159	PRDM1
ILMN_2298160	OTUD7A
ILMN_2298261	RBM3
ILMN_2298365	PPP2R2B
ILMN_2298511	BOLA2
ILMN_2298567	ARID5A
ILMN_2298624	RREB1
ILMN_2298727	MAPT
ILMN_2298818	RPS29
ILMN_2298860	HAGHL
ILMN_2298936	THOC3
ILMN_2298958	MRRF
ILMN_2298988	ENTPD8
ILMN_2299045	BMP2K
ILMN_2299072	CROP
ILMN_2299221	RABGGTA
ILMN_2299260	ZNF41
ILMN_2299450	P2RX2
ILMN_2299612	TMEM150
ILMN_2299661	TNFRSF25
ILMN_2299737	BBS5
ILMN_2299795	CPM
ILMN_2299843	ATP5S
ILMN_2299862	KCNH1
ILMN_2300186	DYNLL1
ILMN_2300396	COMMD5
ILMN_2300526	FRMPD2L1
ILMN_2300636	HMG2L1
ILMN_2300664	CACNA1I
ILMN_2300695	IKZF3
ILMN_2300970	ETFB
ILMN_2301083	UBE2C
ILMN_2301163	C10orf78
ILMN_2301193	ATP8B2
ILMN_2301624	MACF1
ILMN_2301677	MEIS3
ILMN_2301722	PDE8B
ILMN_2302075	MSI2
ILMN_2302118	CCDC50
ILMN_2302358	ABCC5
ILMN_2302716	ALDH18A1
ILMN_2302757	FCGBP
ILMN_2302947	CSF1
ILMN_2302983	TRPM3
ILMN_2303669	SLC4A8
ILMN_2303912	SCD5
ILMN_2303955	FKBP1B
ILMN_2304186	MITF
ILMN_2304404	PBLD
ILMN_2304495	PPP1R1B
ILMN_2304512	SAA1
ILMN_2304624	EIF4H
ILMN_2305112	CTH
ILMN_2305225	NDRG4
ILMN_2305407	ZBTB16
ILMN_2305416	PCDHGA5
ILMN_2305544	DBI
ILMN_2305599	LDB3
ILMN_2305721	POMT1
ILMN_2306066	FUS
ILMN_2306077	USP33
ILMN_2306189	MAGED1
ILMN_2306540	PDE9A
ILMN_2306565	MTX2
ILMN_2306661	UNC13C
ILMN_2306692	MINK1
ILMN_2306955	ACPL2
ILMN_2307025	CPNE1
ILMN_2307032	OSBPL5
ILMN_2307455	UBE2A
ILMN_2307598	SLC37A3
ILMN_2307656	AGTRAP
ILMN_2307740	CD46
ILMN_2307861	COL6A3
ILMN_2307883	ATP5J2
ILMN_2307903	VCAM1
ILMN_2307978	FAM108A3
ILMN_2308338	BMF
ILMN_2308582	CYB5R3
ILMN_2308689	AGBL5
ILMN_2308806	MAPK8
ILMN_2308849	MYADM
ILMN_2308903	WFDC3
ILMN_2308950	AKAP12
ILMN_2309156	PMEPA1
ILMN_2309180	SMARCD3
ILMN_2309228	GPS1
ILMN_2309245	BIN1
ILMN_2309449	RBBP6
ILMN_2309534	RDM1
ILMN_2309733	FRMPD2L2
ILMN_2309848	FXYD5
ILMN_2309926	ZDHHC14
ILMN_2310019	ZNF565
ILMN_2310075	TRMT2A
ILMN_2310253	TARBP2
ILMN_2310295	C21orf58
ILMN_2310589	DIABLO
ILMN_2310621	ATP5J2
ILMN_2310703	RPS26L
ILMN_2310896	NLRP3
ILMN_2310909	ATP2A3
ILMN_2310968	RUFY1
ILMN_2311041	MRPL52
ILMN_2311052	COL13A1
ILMN_2311089	BRCA1
ILMN_2311166	ITGB5
ILMN_2311278	ADD3
ILMN_2311456	COL11A2
ILMN_2311497	SNHG3-RCC1
ILMN_2311518	TROVE2
ILMN_2311537	HMGA1
ILMN_2311548	PTRH2
ILMN_2311674	ADCY6
ILMN_2311761	AP3S1
ILMN_2311779	TMUB2
ILMN_2311796	TES
ILMN_2311826	USP6NL
ILMN_2311873	GP2
ILMN_2311989	CUTA
ILMN_2312149	ZNF160
ILMN_2312194	CYB5A
ILMN_2312275	SRP54
ILMN_2312296	PCBP2
ILMN_2312304	INTS6
ILMN_2312340	LILRB2
ILMN_2312498	SEMG1
ILMN_2312606	IRF5
ILMN_2312709	LCMT1
ILMN_2312719	EXOSC9
ILMN_2312732	DPP8
ILMN_2312897	DGUOK
ILMN_2312906	MIA3
ILMN_2313074	DEDD
ILMN_2313079	NLRP1
ILMN_2313158	MBNL1
ILMN_2313330	FAM98B
ILMN_2313672	IL1RL1
ILMN_2313730	RHOC
ILMN_2313782	ATG4A
ILMN_2313821	AIFM1
ILMN_2313851	OSBPL9
ILMN_2313889	ZNF682
ILMN_2313901	PAM
ILMN_2313926	CDC42SE2
ILMN_2313946	CPNE7
ILMN_2314007	TCF12
ILMN_2314080	CTAGE5
ILMN_2314140	PAX6
ILMN_2314169	PTHLH
ILMN_2314208	S100PBP
ILMN_2314417	HYAL1
ILMN_2314998	ZNF275
ILMN_2315289	PEX10
ILMN_2315569	N6AMT1
ILMN_2315694	STRADA
ILMN_2315780	TACC2
ILMN_2315964	PSRC1
ILMN_2315979	LBH
ILMN_2316083	DNAJC28
ILMN_2316104	IQCB1
ILMN_2316173	AP1S1
ILMN_2316236	HOPX
ILMN_2316386	GPBAR1
ILMN_2316540	MRPL11
ILMN_2316599	ZNF629
ILMN_2316740	FOXP4
ILMN_2316778	ETNK1
ILMN_2316806	RWDD1
ILMN_2316844	RBPJ
ILMN_2316918	PANK1
ILMN_2316974	LILRB1
ILMN_2317186	ANK1
ILMN_2317348	APTX
ILMN_2317446	CXorf48
ILMN_2317457	HSD11B1L
ILMN_2317463	INTS1
ILMN_2317543	ITGB4
ILMN_2317580	SHANK3
ILMN_2317618	TCF19
ILMN_2317658	SLC3A2
ILMN_2317701	MMP23A
ILMN_2317730	ELMO2
ILMN_2317739	ITSN2
ILMN_2317751	REC8
ILMN_2317923	TMEM132A
ILMN_2318011	PSMA3
ILMN_2318430	EIF5
ILMN_2318481	AGAP1
ILMN_2318568	HCFC1R1
ILMN_2318638	TGIF1
ILMN_2318685	ABHD12
ILMN_2318725	EEF1B2
ILMN_2318733	BNIP1
ILMN_2318811	RANBP3
ILMN_2319000	MATK
ILMN_2319077	FAS
ILMN_2319292	PAX8
ILMN_2319326	ADARB1
ILMN_2319344	APEX1
ILMN_2319414	BTF3
ILMN_2319544	CAMK2D
ILMN_2319588	OSGIN1
ILMN_2319766	RUFY2
ILMN_2319825	ACYP1
ILMN_2319910	DGKA
ILMN_2319913	DGKA
ILMN_2319919	MAGEA2
ILMN_2319952	VDR
ILMN_2319994	RPL3
ILMN_2319996	RPL3
ILMN_2320250	NOL6
ILMN_2320280	BCAM
ILMN_2320330	MAL
ILMN_2320336	CLK3
ILMN_2320349	BACE1
ILMN_2320377	MAPK8IP3
ILMN_2320480	LOC400464
ILMN_2320513	APBB3
ILMN_2320850	UBE2D3
ILMN_2320853	UBE2D3
ILMN_2320888	CXCR4
ILMN_2320906	RTN3
ILMN_2320964	ADAR
ILMN_2321064	BAX
ILMN_2321153	MUC4
ILMN_2321292	WIPI2
ILMN_2321339	POLR3H
ILMN_2321416	DIAPH1
ILMN_2321451	HNRNPD
ILMN_2321485	PPP1R8
ILMN_2321578	P2RY10
ILMN_2321634	RAD17
ILMN_2321648	SH2D3C
ILMN_2321720	CASP10
ILMN_2321931	DCLRE1C
ILMN_2322375	MAFF
ILMN_2322498	RORA
ILMN_2322499	RORA
ILMN_2322552	NCKAP1
ILMN_2322597	LYPD5
ILMN_2322768	CSF3
ILMN_2322806	CAST
ILMN_2322831	NOS2A
ILMN_2322842	PPHLN1
ILMN_2322935	MAPKAPK5
ILMN_2322972	ZFYVE27
ILMN_2322996	EYA2
ILMN_2323007	CDH26
ILMN_2323048	ERP29
ILMN_2323087	RBPMS
ILMN_2323172	CSF3R
ILMN_2323302	SON
ILMN_2323338	NR1I2
ILMN_2323366	SDHC
ILMN_2323385	TRIM4
ILMN_2323427	EPB41
ILMN_2323491	NUP62
ILMN_2323508	C9orf58
ILMN_2323526	WAC
ILMN_2323633	TPD52L2
ILMN_2323774	RPAIN
ILMN_2323801	MOCS1
ILMN_2323848	PARD6A
ILMN_2323933	LAIR2
ILMN_2323944	FAM110A
ILMN_2323992	CLEC7A
ILMN_2324029	SCRIB
ILMN_2324056	GNL3
ILMN_2324109	SLC6A20
ILMN_2324157	UBA3
ILMN_2324202	GABRE
ILMN_2324375	CHCHD7
ILMN_2324421	TXNRD1
ILMN_2324561	SLC7A6
ILMN_2324574	GARNL1
ILMN_2324672	USF2
ILMN_2324776	TAS1R1
ILMN_2324909	PARD3B
ILMN_2324989	IKIP
ILMN_2324998	NGDN
ILMN_2325008	DHX40
ILMN_2325028	ODF2L
ILMN_2325056	SLC29A4
ILMN_2325112	C22orf40
ILMN_2325168	ARRB1
ILMN_2325194	PHF6
ILMN_2325234	PQBP1
ILMN_2325337	APOL2
ILMN_2325347	B3GALNT1
ILMN_2325394	MSH5
ILMN_2325506	BCAS4
ILMN_2325534	KCNIP2
ILMN_2325574	CASC4
ILMN_2325610	AKT3
ILMN_2325837	CD3D
ILMN_2325978	HDGF2
ILMN_2326071	MYL6
ILMN_2326262	SORBS1
ILMN_2326282	C19orf6
ILMN_2326512	CASP1
ILMN_2326578	NRF1
ILMN_2326591	ANXA6
ILMN_2326675	NR2C1
ILMN_2326712	BACE2
ILMN_2326713	CD151
ILMN_2326793	NUP98
ILMN_2326953	LAT2
ILMN_2326997	DHPS
ILMN_2327090	MAEA
ILMN_2327186	KIF9
ILMN_2327203	POT1
ILMN_2327276	STAU1
ILMN_2327346	SSBP4
ILMN_2327625	PLEKHM3
ILMN_2327655	KIF18B
ILMN_2327795	RERE
ILMN_2327860	MAL
ILMN_2327947	SLC25A25
ILMN_2327974	CORO2A
ILMN_2327994	AZIN1
ILMN_2328029	EXT2
ILMN_2328094	DACT1
ILMN_2328224	MADD
ILMN_2328280	ACTL6A
ILMN_2328327	SMTN
ILMN_2328363	CMTM1
ILMN_2328378	OSBPL3
ILMN_2328433	NOL1
ILMN_2328666	CD83
ILMN_2328776	MST4
ILMN_2328813	DMAP1
ILMN_2328835	IHPK2
ILMN_2328972	DNMT3B
ILMN_2328986	SREBF1
ILMN_2329114	COLQ
ILMN_2329165	MYO1C
ILMN_2329263	NFIC
ILMN_2329290	TRIM10
ILMN_2329309	POGZ
ILMN_2329429	GIMAP6
ILMN_2329569	C9orf116
ILMN_2329667	MYO7B
ILMN_2329679	TPST2
ILMN_2329735	ECM1
ILMN_2329744	PMS2
ILMN_2329773	RAB27A
ILMN_2329834	RBM12
ILMN_2329885	CEP170
ILMN_2329927	ABCG1
ILMN_2329958	ABI1
ILMN_2330112	CNIH
ILMN_2330213	CUX1
ILMN_2330243	NUDT1
ILMN_2330267	ABCE1
ILMN_2330307	SLC43A3
ILMN_2330341	TCEAL4
ILMN_2330371	TATDN3
ILMN_2330382	PAQR6
ILMN_2330410	EIF3C
ILMN_2330495	OCIAD1
ILMN_2330552	CDC2L2
ILMN_2330570	LEPR
ILMN_2330597	PQLC2
ILMN_2330787	FRMD6
ILMN_2330806	MYO18A
ILMN_2330845	NSF
ILMN_2330861	SMC4
ILMN_2330948	ARF1
ILMN_2330966	PTK2B
ILMN_2330994	NKTR
ILMN_2331010	TNFRSF10B
ILMN_2331062	CBFA2T2
ILMN_2331082	MS4A7
ILMN_2331163	CUL4A
ILMN_2331197	C21orf66
ILMN_2331205	CHKB
ILMN_2331231	TNFRSF6B
ILMN_2331266	NUMB
ILMN_2331348	TCOF1
ILMN_2331501	UBC
ILMN_2331525	PRKD2
ILMN_2331544	MBP
ILMN_2331553	CAPN10
ILMN_2331636	ACACA
ILMN_2331658	C3orf17
ILMN_2331701	GABPB2
ILMN_2331729	TRIM17
ILMN_2331735	AP2B1
ILMN_2331890	RPL41
ILMN_2332105	WRNIP1
ILMN_2332250	ACOT7
ILMN_2332267	CSNK1G3
ILMN_2332368	VPS13B
ILMN_2332553	MSRB3
ILMN_2332691	CAPN3
ILMN_2332713	SLC25A3
ILMN_2332795	ZNF16
ILMN_2332964	LGMN
ILMN_2332990	DIABLO
ILMN_2333107	AES
ILMN_2333146	BCR
ILMN_2333219	ACHE
ILMN_2333319	PTBP1
ILMN_2333367	FKBP1A
ILMN_2333440	TM9SF1
ILMN_2333594	SUMO2
ILMN_2333670	RNASE1
ILMN_2333766	HISPPD2A
ILMN_2333774	TAGAP
ILMN_2333865	DNAJB12
ILMN_2334042	THYN1
ILMN_2334121	PRKDC
ILMN_2334210	ITGB4
ILMN_2334296	IL18BP
ILMN_2334303	SEC24B
ILMN_2334322	MIER1
ILMN_2334350	BTBD3
ILMN_2334359	GFRA1
ILMN_2334531	GJB3
ILMN_2334587	HNRNPC
ILMN_2334693	NARF
ILMN_2334760	ARMCX3
ILMN_2334989	CCT3
ILMN_2335072	TAF1C
ILMN_2335123	DUB3
ILMN_2335302	ABCC1
ILMN_2335398	CECR5
ILMN_2335557	ITIH5
ILMN_2335604	SKAP1
ILMN_2335669	ZC3H14
ILMN_2335704	NCF4
ILMN_2335718	HNRNPAB
ILMN_2335754	CD1E
ILMN_2335813	GCH1
ILMN_2335893	FRS2
ILMN_2336037	EPN2
ILMN_2336094	ODZ3
ILMN_2336109	L3MBTL2
ILMN_2336130	SULT1A4
ILMN_2336186	LCMT1
ILMN_2336220	ERAP1
ILMN_2336280	QKI
ILMN_2336335	March 8
ILMN_2336393	SMN2
ILMN_2336595	ACSS2
ILMN_2336609	SYTL2
ILMN_2336647	NNT
ILMN_2336728	DLG3
ILMN_2336781	SOD2
ILMN_2336803	RPGR
ILMN_2336902	TRIM34
ILMN_2336970	MUTYH
ILMN_2336982	NPTN
ILMN_2337058	PORCN
ILMN_2337241	RPS15A
ILMN_2337263	PKIB
ILMN_2337336	PVRL2
ILMN_2337492	RCE1
ILMN_2337551	HIPK3
ILMN_2337618	GPRASP2
ILMN_2337655	WARS
ILMN_2337740	TULP4
ILMN_2337789	March 2
ILMN_2337835	ZNF182
ILMN_2337856	KCND3
ILMN_2337923	TPD52L1
ILMN_2337928	CXCR5
ILMN_2337931	CXCR5
ILMN_2337955	ZMAT5
ILMN_2337974	PKIA
ILMN_2338038	AK3L1
ILMN_2338197	LINS1
ILMN_2338268	ABHD11
ILMN_2338323	CDC25B
ILMN_2338348	UBASH3A
ILMN_2338447	ARID4A
ILMN_2338452	SERPINA1
ILMN_2338480	RHOT1
ILMN_2338565	DBNDD2
ILMN_2338593	C20orf142
ILMN_2338785	RPS14
ILMN_2338809	KCNH2
ILMN_2338921	C4orf41
ILMN_2338963	SLC29A1
ILMN_2338997	PTP4A2
ILMN_2339006	KIAA0564
ILMN_2339028	PKD1
ILMN_2339202	KTN1
ILMN_2339234	TRIM16
ILMN_2339266	LAMA2
ILMN_2339284	CHD2
ILMN_2339294	LILRB5
ILMN_2339377	DNM2
ILMN_2339627	COPE
ILMN_2339655	MAPK7
ILMN_2339691	SYVN1
ILMN_2339705	MED8
ILMN_2339748	RNF13
ILMN_2339779	ATP6V1E1
ILMN_2339796	CDC16
ILMN_2339825	YME1L1
ILMN_2339835	PTGS1
ILMN_2339863	VPS28
ILMN_2339955	NR4A2
ILMN_2340027	TSPAN4
ILMN_2340052	NCOR2
ILMN_2340065	UBL5
ILMN_2340131	MAPK10
ILMN_2340202	CASZ1
ILMN_2340217	PTPRC
ILMN_2340259	PDE4B
ILMN_2340347	PC
ILMN_2340439	ZFP64
ILMN_2340565	ATP2C1
ILMN_2340643	INSC
ILMN_2340721	TMEM134
ILMN_2340815	CACNA1A
ILMN_2340877	MEN1
ILMN_2340908	SCML1
ILMN_2340919	GRB10
ILMN_2340935	WBP5
ILMN_2340974	ANKS1B
ILMN_2341006	SCARF2
ILMN_2341067	NLGN4X
ILMN_2341132	TNNT2
ILMN_2341229	CD34
ILMN_2341254	STARD13
ILMN_2341343	AGTR1
ILMN_2341363	ATP5A1
ILMN_2341382	ANKHD1
ILMN_2341467	PARL
ILMN_2341487	C11orf49
ILMN_2341524	TSPAN11
ILMN_2341548	MYO5B
ILMN_2341595	KITLG
ILMN_2341611	CDCP1
ILMN_2341645	HNRPH3
ILMN_2341661	ETV4
ILMN_2341690	C17orf81
ILMN_2341793	CCT7
ILMN_2341815	TFG
ILMN_2341952	MRPL35
ILMN_2342033	F11R
ILMN_2342066	METRNL
ILMN_2342068	ERC1
ILMN_2342084	BCAP29
ILMN_2342121	PSMD13
ILMN_2342174	WASF1
ILMN_2342240	MGAT2
ILMN_2342250	ZXDA
ILMN_2342271	BCL11A
ILMN_2342437	KLHL5
ILMN_2342455	PPA2
ILMN_2342515	FXN
ILMN_2342554	TAGLN3
ILMN_2342579	IL7R
ILMN_2342630	LPHN1
ILMN_2342651	OR11H12
ILMN_2342695	PDGFA
ILMN_2342762	KCNAB2
ILMN_2342793	FBXW8
ILMN_2342835	P2RY14
ILMN_2342841	AFTPH
ILMN_2342851	ARHGAP8
ILMN_2342903	GIPC1
ILMN_2343010	BOLA3
ILMN_2343036	ZMYM5
ILMN_2343047	ABCB9
ILMN_2343048	ABCB9
ILMN_2343097	NCALD
ILMN_2343105	LIPT1
ILMN_2343264	PRDM16
ILMN_2343273	FAM70B
ILMN_2343278	PPAP2A
ILMN_2343310	DYNC2H1
ILMN_2343332	TAF9
ILMN_2343563	ANAPC11
ILMN_2343618	SAMD3
ILMN_2343624	KIAA0859
ILMN_2343757	Septin 10
ILMN_2343775	RPL38
ILMN_2343917	ABCD4
ILMN_2344002	SIP1
ILMN_2344047	ZNF398
ILMN_2344079	ZGPAT
ILMN_2344130	PSMD4
ILMN_2344182	TMTC4
ILMN_2344204	PRR13
ILMN_2344216	STX2
ILMN_2344221	IGSF5
ILMN_2344298	STEAP2
ILMN_2344373	MVP
ILMN_2344455	G3BP1
ILMN_2344650	N4BP2L1
ILMN_2344662	HMGA2
ILMN_2344956	ACP1
ILMN_2344971	FOXM1
ILMN_2344988	MLL5
ILMN_2345015	PTGES2
ILMN_2345016	PTGES2
ILMN_2345142	SULF2
ILMN_2345292	FXYD1
ILMN_2345319	PREPL
ILMN_2345353	LST1
ILMN_2345512	PPP4R1
ILMN_2345739	CAPRIN2
ILMN_2345824	PCDHGC3
ILMN_2345837	CLTA
ILMN_2345872	SUMF2
ILMN_2345898	SLA
ILMN_2345908	DDX11
ILMN_2346137	ZNF557
ILMN_2346316	PTPN20A
ILMN_2346339	FOLR1
ILMN_2346358	TAF1
ILMN_2346479	HOMER2
ILMN_2346562	ZNF273
ILMN_2346573	PSME3
ILMN_2346649	ZNF473
ILMN_2346727	MTUS1
ILMN_2346769	C1orf2
ILMN_2346856	GGPS1
ILMN_2346997	RAB23
ILMN_2347044	SLC25A14
ILMN_2347068	MKNK2
ILMN_2347145	DCN
ILMN_2347234	PRMT1
ILMN_2347298	TSPYL2
ILMN_2347314	ARNT
ILMN_2347323	DNAJC21
ILMN_2347349	CCNB1IP1
ILMN_2347380	ARHGEF11
ILMN_2347541	NIN
ILMN_2347592	NMB
ILMN_2347693	NCOA3
ILMN_2347748	FLJ12949
ILMN_2347789	C4BPB
ILMN_2347798	IFI6
ILMN_2347805	EXOC1
ILMN_2347807	EXOC1
ILMN_2347888	LARP4
ILMN_2347917	EED
ILMN_2347949	G6PD
ILMN_2347999	IFNAR2
ILMN_2348050	MRPL21
ILMN_2348090	MRPL55
ILMN_2348093	ATP5J
ILMN_2348146	ERCC8
ILMN_2348243	STRADA
ILMN_2348259	ZNF92
ILMN_2348268	IFFO1
ILMN_2348367	FGFRL1
ILMN_2348403	VRK3
ILMN_2348448	SRGAP2
ILMN_2348487	EMR3
ILMN_2348503	PPIE
ILMN_2348512	ZXDC
ILMN_2348788	CD44
ILMN_2348808	SNX16
